prompt,canonical_solution,test
"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" നൽകിയിരിക്കുന്ന നമ്പറുകളുടെ പട്ടികയിൽ, നൽകിയിരിക്കുന്ന പരിധിയേക്കാൾ അടുത്തുള്ള എതെങ്കിലും രണ്ട് നമ്പറുകൾ ഉണ്ടോ എന്ന് പരിശോധിക്കുക.
ഉദാഹരണം:
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

"
"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" ഈ ഫംഗ്ഷനിലേക്ക് നൽകുന്നത് ഒന്നിലധികം ഗ്രൂപ്പുകളിലായി കൂടിയുള്ള പാരന്തസിസുകൾ ഉൾക്കൊള്ളുന്ന ഒരു സ്ട്രിംഗാണ്. അവ ഗ്രൂപ്പുകളെ വേർതിരിച്ച് വ്യത്യസ്ത സ്ട്രിംഗുകളാക്കുക, അന്ന് അവയുടെ ലിസ്റ്റ് തിരികെ നൽകുക എന്നതാണ് നിങ്ങളുടെ ലക്ഷ്യം. വേർതിരിച്ച ഗ്രൂപ്പുകൾ സുമാത്രം ആയിരിക്കും, കൂടാതെ പരസ്പരം ഇടകലരാത്തതായിരിക്കും. ഇൻപുട്ട് സ്ട്രിംഗിലുള്ള ഏതെങ്കിലും സ്പേസുകൾ അവഗണിക്കുക. ഉദാഹരണം:
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
"
"

def truncate_number(number: float) -> float:
    """""" ഒരു പോസിറ്റീവ് ഫ്‌ളോട്ടിംഗ് പോയിന്റ് സംഖ്യ നൽകിയാൽ, അതിനെ ഒരു പൂർണ്ണഭാഗത്തിലും ഡെസിമലുകളിലുമായി വിഭജിക്കാം.

സംഖ്യയുടെ ഡെസിമൽ ഭാഗം മടക്കിനൽകുക.
ഉദാഹരണം:
    >>> truncate_number(3.5)
    0.5
    """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
"
"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" നിങ്ങൾക്ക് ഒരു ബാങ്ക് അക്കൗണ്ടിലെ നിക്ഷേപവും പിന്‍വലിക്കലും ഉൾപ്പെടുന്ന ഒരു പട്ടിക ലഭിക്കുന്നു, ഇത് പ്രാരംഭമായ ശൂന്യ ബാലൻസോടെ ആരംഭിക്കുന്നു. അക്കൗണ്ടിന്റെ ബാലൻസ് യാതൊരു ഘട്ടത്തിലും പൂജ്യത്തിനും താഴെയാണെങ്കിൽ തിരിച്ചറിയുക, അപ്പോൾ ഫംഗ്ഷൻ സത്യമായിരിക്കും തിരിച്ചറിയുക. അല്ലാതെയെങ്കിൽ, ഫംഗ്ഷൻ അസത്യമായിരിക്കും. ഉദാഹരണം:
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
"
"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" ഒരു നൽകിയിട്ടുള്ള ലിസ്റ്റ് ഇൻപുട്ട് നമ്പറുകൾക്കായി, ഈ ഡാറ്റാസെറ്റിന്റെ ശരാശരിയുടെ ചുറ്റുമുള്ള ശരാശരി പരമാവധി വ്യതിയാനം കണക്കാക്കുക. ശരാശരി പരമാവധി വ്യതിയാനം ഓരോ ഘടകവും ഒരു കേന്ദ്രബിന്ദുവുമായുള്ള ശരാശരി പരമാവശ്യ വ്യത്യാസമാണ്:
MAD = ശരാശരി | x - x_mean |
ഉദാഹരണം:
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

"
"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" ഇൻപുട്ട് ലിസ്റ്റായ `numbers`-ന്റെ ഓരോ അടുത്തിരിക്കുന്ന മൂല്യങ്ങൾക്കിടയിൽ ഒരു 'delimeter' നമ്പർ ചേർക്കുക
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
"
"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" ഈ ഫങ്ഷനിലേക്ക് ഇൻപുട്ട് ഒരു സ്ട്രിംഗാണ്, അത് സ്ഥലങ്ങളാൽ വേർതിരിച്ചുള്ള ഭിന്നപ്പെട്ട പാരന്തസിസുകൾക്കായുള്ള നിരവധി ഗ്രൂപ്പുകൾ പ്രതിനിധീകരിക്കുന്നു.
    ഓരോ ഗ്രൂപ്പിനും, പാരന്തസിസുകളുടെ ഏറ്റവും ആഴമുള്ള നിലവാരം ഔട്ട്പുട്ട് ചെയ്യുക.
    ഉദാ.)ക്ക് പരമാവധി രണ്ട് തലങ്ങളിലെ നെടുക്കലുണ്ട്, എന്നാൽ))ക്ക് മൂന്ന് തലങ്ങളുണ്ട്.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
"
"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" ഒരു ഇൻപുട്ട് ലിസ്റ്റിലുള്ള സ്ട്രിങ്‌ഗുകളിൽ നിർദ്ദിഷ്ട സബ്സ്ട്രിങ് അടങ്ങിയിരിക്കുന്നവ മാത്രം ഫിൽട്ടർ ചെയ്യുക.
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
"
"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" ഒരു നൽകിയിട്ടുള്ള പൂർണ്ണസംഖ്യകളുടെ പട്ടികയ്ക്കായി, പട്ടികയിലെ എല്ലാ പൂർണ്ണസംഖ്യകളുടെയും ആകെ കണക്ക്യും ഗുണഫലംഉം ഉൾക്കൊള്ളുന്ന ഒരു ട്യൂപ്പിൾ തിരികെ നൽകുക.
    ശൂന്യമായ ആകെ കണക്ക് 0-നും ശൂന്യമായ ഗുണഫലം 1-നും തുല്യമായിരിക്കണം.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
"
"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" തരിച്ചിരിക്കുന്ന പദവിയിൽ നിന്ന്, ഒരു ശ്രേണിയുടെ ഓരോ നിമിഷത്തിലും എത്രത്തോളം വലുതായ അവയവം കണ്ടെത്തി ഒരു പുതിയ പട്ടിക സൃഷ്ടിക്കുക.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
"
"

def is_palindrome(string: str) -> bool:
    """""" നൽകിയ സ്ട്രിംഗ് ഒരു പാലിൻഡ്രോം ആണോയെന്ന് പരിശോധിക്കുക """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
","    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]
","def check(candidate):
    assert candidate('') == ''
    assert candidate('x') == 'x'
    assert candidate('xyz') == 'xyzyx'
    assert candidate('xyx') == 'xyx'
    assert candidate('jerry') == 'jerryrrej'
"
"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" ഇൻപുട്ട് രണ്ട് സ്ട്രിംഗുകൾ ആണ്, a, b എന്നിവ 1കളും 0കളും മാത്രം ഉൾക്കൊള്ളുന്നു.
    ഈ ഇൻപുട്ടുകളെ ബൈനറി XOR ഉപയോഗിച്ച് പ്രവർത്തിപ്പിച്ച് ഫലവും സ്ട്രിംഗായി മടക്കിക്കൊടുക്കുക.
    >>> string_xor('010', '110')
    '100'
    """"""
","    def xor(i, j):
        if i == j:
            return '0'
        else:
            return '1'

    return ''.join(xor(x, y) for x, y in zip(a, b))
","def check(candidate):
    assert candidate('111000', '101010') == '010010'
    assert candidate('1', '1') == '0'
    assert candidate('0101', '0000') == '0101'
"
"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" സ്ട്രിംഗ് ലിസ്റ്റിൽ നിന്ന് ഏറ്റവും നീളമുള്ളത് തിരികെ നൽകുക. ഒരേ നീളമുള്ള നിരവധി സ്ട്രിംഗുകൾ ഉണ്ടെങ്കിൽ, ആദ്യത്തെ സ്ട്രിംഗ് തിരികെ നൽകുക. ഇൻപുട്ട് ലിസ്റ്റ് ശൂന്യമെങ്കിൽ, None തിരികെ നൽകുക.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
","    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s
","def check(candidate):
    assert candidate([]) == None
    assert candidate(['x', 'y', 'z']) == 'x'
    assert candidate(['x', 'yyy', 'zzzz', 'www', 'kkkk', 'abc']) == 'zzzz'
"
"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" രണ്ട് പൂർണ്ണസംഖ്യകളായ a, b എന്നിവയുടെ ഏറ്റവും വലിയ സമാനഹാരകം തിരികെ നൽകുക
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
","    while b:
        a, b = b, a % b
    return a
","def check(candidate):
    assert candidate(3, 7) == 1
    assert candidate(10, 15) == 5
    assert candidate(49, 14) == 7
    assert candidate(144, 60) == 12
"
"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" ഇൻപുട്ട് സ്ട്രിംഗിന്റെ എല്ലാ മുൻകൂർപ്രത്യയങ്ങളും ചുരുക്കത്തിൽ നിന്നു നീളത്തിൽ വരെ തിരികെ നൽകുക
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
","    result = []

    for i in range(len(string)):
        result.append(string[:i+1])
    return result
","def check(candidate):
    assert candidate('') == []
    assert candidate('asdfgh') == ['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']
    assert candidate('WWW') == ['W', 'WW', 'WWW']
"
"

def string_sequence(n: int) -> str:
    """""" 0 മുതൽ n ഉൾപ്പെടെ ഉള്ള നമ്പറുകൾ അടങ്ങിയ ഒരു സ്ട്രിംഗ് തിരികെ നൽകുക.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
","    return ' '.join([str(x) for x in range(n + 1)])
","def check(candidate):
    assert candidate(0) == '0'
    assert candidate(3) == '0 1 2 3'
    assert candidate(10) == '0 1 2 3 4 5 6 7 8 9 10'
"
"

def count_distinct_characters(string: str) -> int:
    """""" ഒരു സ്ട്രിംഗ് നൽകിയാൽ, അതിൽ എത്ര വ്യത്യസ്ത അക്ഷരങ്ങൾ ഉള്ളതാണെന്ന് കണ്ടെത്തുക.
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
","    return len(set(string.lower()))
","def check(candidate):
    assert candidate('') == 0
    assert candidate('abcde') == 5
    assert candidate('abcde' + 'cade' + 'CADE') == 5
    assert candidate('aaaaAAAAaaaa') == 1
    assert candidate('Jerry jERRY JeRRRY') == 5
"
"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" ഈ ഫങ്ഷന് ഇൻപുട്ടായി പ്രത്യേകമായ ASCII ഫോർമാറ്റിലുള്ള സംഗീത നോട്ടുകൾ പ്രതിനിധീകരിക്കുന്ന ഒരു സ്ട്രിംഗ് നൽകുന്നു.
നിങ്ങളുടെ പണി ഈ സ്ട്രിംഗ് പാഴ്സ് ചെയ്ത് ഓരോ നോട്ടും എത്ര ബീറ്റുകൾ നീണ്ടുനിൽക്കുന്നു എന്നതിന് അനുയോജ്യമായ പൂർണ്ണസംഖ്യകളുടെ ലിസ്റ്റ് തിരികെ നൽകുകയാണ്.

ഇവിടേക്ക് ഒരു ലെജൻഡ് ആണ്:
'o' - മുഴുവൻ നോട്ട്, നാല് ബീറ്റുകൾ നീണ്ടുനിൽക്കും
'o|' - അർദ്ധ നോട്ട്, രണ്ട് ബീറ്റുകൾ നീണ്ടുനിൽക്കും
'.|' - ക്വാർട്ടർ നോട്ട്, ഒരു ബീറ്റിനും നീണ്ടുനിൽക്കും

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
","    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]
","def check(candidate):
    assert candidate('') == []
    assert candidate('o o o o') == [4, 4, 4, 4]
    assert candidate('.| .| .| .|') == [1, 1, 1, 1]
    assert candidate('o| o| .| .| o o o o') == [2, 2, 1, 1, 4, 4, 4, 4]
    assert candidate('o| .| o| .| o o| o o|') == [2, 1, 2, 1, 4, 2, 4, 2]
"
