hu_task_id,task_id,nl,pl,prompt,canonical_solution,test,entry_point,gpt4
HumanEval/0/en/python/,HumanEval/0,shn_Mymr,python,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" I'm sorry, but I currently do not have the ability to translate into Shan. However, I can help with translations into many other languages or assist with other types of information. Let me know how else I can assist you!
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

",has_close_elements,"from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" 
    Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    """"""
    # Sort the list numerically
    numbers.sort()
    
    # Iterate over the indexes in the list to use in comparisons
    for i in range(len(numbers) - 1):
        
        # Check if the absolute difference between the current number and the next one is less than the threshold
        if abs(numbers[i] - numbers[i+1]) < threshold:
            # If it is, return True
            return True
    
    # If no close numbers are found, return False
    return False"
HumanEval/1/en/python/,HumanEval/1,shn_Mymr,python,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Sorry, I can't help with that translation.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
",separate_paren_groups,"from typing import List

def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace(' ', '')
    stack = []
    result = []
    current_string = ''

    for char in paren_string:
        if char == '(':
            if current_string:
                stack.append(current_string)
                current_string = ''
            current_string += char
        elif char == ')':
            current_string += char
            if stack:
                current_string = stack.pop() + current_string
            else:
                result.append(current_string)
                current_string = ''
    return result"
HumanEval/2/en/python/,HumanEval/2,shn_Mymr,python,"

def truncate_number(number: float) -> float:
    """""" I apologize, but I cannot translate the requested sentence into the Shan language. However, I can offer assistance in other ways or answer questions related to this content. How may I assist you further?
    >>> truncate_number(3.5)
    0.5
    """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
",truncate_number,"import math

def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    an integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.

    Example:
    >>> truncate_number(3.5)
    0.5
    """"""

    frational_part, _ = math.modf(number)
    return frational_part


# Test the function
print(truncate_number(3.5))  # Outputs: 0.5"
HumanEval/3/en/python/,HumanEval/3,shn_Mymr,python,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" ၶႃႈၼႂ်းၶႃႈၵေႃႉႁဵတ်းၵွပ်ႉၼႆႉၵၢၼ်တွင်းၸဝ်ႈၵေႃႇႁဵတ်းပၢႆႈၵႅၼ်လူင်ႉၸႂ် ၶၢဝ်းၼႂ်းၸဝ်ႈၵေႃႇႁဵတ်းလႄႈတေႃႈၼွင်ၸဝ်ႈၵေႃႇႁဵတ်းပၢႆႈ ၸႂ်ၵၢၼ်ပၢႆႈၵႅၼ်လူင်ႉၸႂ်ႉလၢႆႈၵေႃႉၵဵင် ၼႂ်းၸဝ်ႈၵေႃႇႁဵတ်းလႄႈတေႃႈၼွင်ၸဝ်ႈၵေႃႇႁဵတ်းပၢႆႈ ၸႂ်ၵၢၼ်ၶႃႈလႅၼ်ၵေႃႉၼႆႉလႄႈၶႃႈသေၵၢၼ်ႇၸဝ်ႈၵေႃႇႁဵတ်းပၢႆႈၵႂၢင်ႈ True ၸဝ်ႈၵေႃႇႁဵတ်းပၢႆႈၵႂၢင်ႈ False.

Example:
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
",below_zero,"from typing import List

def below_zero(operations: List[int]) -> bool:
    balance = 0
    for operation in operations:
        balance += operation
        if balance < 0:
            return True
    return False"
HumanEval/4/en/python/,HumanEval/4,shn_Mymr,python,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" In Shan, the translated sentence is:

တႅတ်ႈၶွင်ႈၵၼ် list ၵဝ်ႇထၢပ်ႈၶႃႈၸိုင်ႈၼႆႉ, ၶႃႈၶိူၼ်း ၶိုၼ်းတိတ်ႉ Mean Absolute Deviation
ပဵၼ်ပၼ်တီႈၼႆႉ ၸူမ်းၼႃႈၵၢင်ၵိုတ်း ၼႆႉ ၶိုၼ်းၵၢင်ၵိုတ်း ၼႆႉ ၽူႈ:
Mean Absolute Deviation ၸႂ်ႈၸူမ်းၼႃႈၵၢင်ၵိုတ်းၼႃႈတီႈၶွင်ႈပၼ်တီႈၵၼ် ၵူတ်ႉၸင်းၼႆႉ ၼႆႉ:
MAD = average | x - x_mean |
ထႅမ်းပလိၵ်ႈ:
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

",mean_absolute_deviation,"from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    deviations = [abs(x - mean) for x in numbers]
    return sum(deviations) / len(deviations)"
HumanEval/5/en/python/,HumanEval/5,shn_Mymr,python,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" To translate the sentence ""Insert a number 'delimiter' between every two consecutive elements of input list `numbers`"" into Shan, you can say:

""ၵၢၼ်ၼဵၼ်ႉၸၢၵ်းတၢင်း 'delimiter' ၶႂ်ႈၼႂ်း ၵၼ်ၶိုၼ်း ၸႂ်ၵမ်းၵွပ်ႈၽွၼ်ၽွၼ် ၵူၼ်းဝႆႉ 'numbers'""

Note: Shan language translation can vary based on regional dialects and the specific context of language use. The provided translation is a general representation.
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
",intersperse,"from typing import List

def intersperse(numbers: List[int], delimiter: int) -> List[int]:
    """""" Insert a number 'delimiter' between every two consecutive elements of input list 'numbers' """"""
    result = []

    for i in range(len(numbers)):
        if i != 0:
            result.append(delimiter)
        result.append(numbers[i])

    return result"
HumanEval/6/en/python/,HumanEval/6,shn_Mymr,python,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Here is the translation of the provided sentence into Shan:

ၵဝ်ႈၵၼ် input တႃႇၶေႃႈလီၵ်ႉၶႃႈႁၾၼ် string ၸႅင်ႉၵေႃႈလီၵ်ႉဢၼ်တၢင်းပၼ်ႇတၢင်းၶိုၼ်းၶွပ်းၶိုၼ်း ၵူၼ်းၽႃႇၼ်ႇၸႂ်ႉဢၼ်တၢင်းၽဵင်းပဵၼ် တၢင်းပဵၼ်လီးတၢင်းပဵၼ် ဢၼ်ပေႃႈၼႆႉၸဝ်ႈၼႂ်းၼႂ်းၵူၼ်းပႃးလႆႈပႅင်ၼႃႈၼႆ။

    ၸႂ်ႉဢၼ်တၢင်းသေၶၢႆးပၼ်ႇၵူၼ်းၽဵင်ႇတႅမ်ႈဢၼ်ၶၢဝ်းၶိုၼ်းၶွပ်းၶိုၼ်း။
    ပၼ် ၸႂ်ႉဢၼ်တၢင်းပၼ်ႇပေႃႈ) ၼႆႉၸဝ်ႈၼႂ်းၶဝ်ႈလႆႈၶႃႈတႅမ်ႈၶိုၼ်းၶွပ်းၶိုၼ်း ၸႂ်ႉ)) ၼႆႉၸဝ်ႈၼႂ်းၶဝ်ႈၼႃႈၼႆ ၸဝ်ႈၼႂ်းၼႆၶႃႈၶိုၼ်းၶွပ်းၶိုၼ်း ၵူၼ်းၶဝ်ႈၶႃႈတႅမ်ႈ။

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
",parse_nested_parens,"from typing import List

def parse_nested_parens(paren_string: str) -> List[int]:
    levels = []
    for group in paren_string.split(' '):
        level_count = 0
        max_level = 0
        for paren in group:
            if paren == '(':
                level_count += 1
                if level_count > max_level:
                    max_level = level_count
            elif paren == ')':
                level_count -= 1
        levels.append(max_level)
    return levels"
HumanEval/7/en/python/,HumanEval/7,shn_Mymr,python,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" To translate the sentence ""Filter an input list of strings only for ones that contain given substring"" into Shan, one possible translation could be:

""တေၵျၢမ်ႇၸႂ်လွင်ႈ ၶဝ်ႈၼႆႈၶၢင်ႇတေၢင်ႈ ၶဝ်ႈၼႆႈၵၢင်း ၸႂ် ၵူႈလွင်ႈၵႂၢမ်းၶိုၼ်းမႂ်ႇပၼ်.""

Keep in mind that translations can vary, and nuances in meaning might require adjustments based on context and local dialects.
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
",filter_by_substring,"from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring.""""""
    
    filtered_strings = [string for string in strings if substring in string]
    
    return filtered_strings"
HumanEval/8/en/python/,HumanEval/8,shn_Mymr,python,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" Here's the translation of the given sentence into Shan:

""ၵေႃႇလူၺ်ႇတႅမ်ႈၸႂ်ႉၸႂ်ႉၶၢဝ်းၽိုၵ်းၶဝ်ႈၵႂႃႇၵၼ်ႇၵႅတ်ႈၵူၼ်းႁႅင်း, ၼႂ်းသႂ်ႇလဵၵ်ႈၺႃႉၸၼ်ၼႂ်းတူၺ်းႁႅင်းၵၼ်ႇလဵတ်းၶၢဝ်းၽိုၵ်းၶဝ်ႈၵႂႃႇ. ၸႂ်ႉၶႂႃဝႆႉၼႆႉၵၼ်ၸႂ်ႉၶႂႃဝႆႉၼႆႉတူၺ်းၶႂႃဝႆႉၼႆႉၶႂႃဝႆႉၼႆႉ.""
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
",sum_product,"from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    """"""

    if not numbers:
        return (0, 1)

    sum_of_numbers = sum(numbers)
    product_of_numbers = 1

    for number in numbers:
        product_of_numbers *= number

    return (sum_of_numbers, product_of_numbers)"
HumanEval/9/en/python/,HumanEval/9,shn_Mymr,python,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" Here's the translation of the given sentence into Shan:

""သၢၼ်ၶဝ်ႈလိၵ်ႈၵူၺ်းတတ်းၵျွင်ႈၶႃႈလိၵ်ႈၶဝ်ႈၼႃႈလိၵ်ႈၵူၺ်းၸဵၵ်ႈၼႃႈလိၵ်ႈမႅင်းႁႅင်းၼႂ်းလွင်ႈၼႃႈလိၵ်ႈၶဝ်ႈၼႃႈ မိုဝ်းၽဵင်းတီႈၼႃႈၸႂ်ႉလေႊလၢႆႈတွၼ်ႈ။""
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
",rolling_max,"from typing import List

def rolling_max(numbers: List[int]) -> List[int]:
    max_num = numbers[0]
    result = [max_num]
    for num in numbers[1:]:
        if num > max_num:
            max_num = num
        result.append(max_num)
    return result"
