prompt,canonical_solution,test
"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" פֿאַרזיכערן אויב אין דער געגעבן ליסטע פון נומערן זענען צוויי נומערן נענטער צו יעדער אַנדערער ווי דער געגעבן שוועל.
    בײַשפּיל:
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

"
"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" די איינגעבן צו דער פונקציע איז אַ שטריקל וואָס אַנטהאַלט מערערע גרופּעס פֿון נעסטעד פּאַרענטהעסעס. דיין ציל איז צו
    צעטיילן די גרופּעס אין באַזונדערע שטריקלעך און צוריקגעבן אַ ליסטע פֿון די.
    באַזונדערע גרופּעס זענען באַלאַנסט און נישט נעסטעד איינער אין דעם אַנדערן.
    איגנאָרירן אַלע ספּייסעס אין דער איינגעבן שטריקל.
    ביישפּיל:
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
"
"

def truncate_number(number: float) -> float:
    """""" געגעבן אַ positive floating point נומער, קען מען עס אָפּטיילן אין אַ גאַנץ טייל און די דעצימאַלן.

צוריקגעבן די דעצימאַלן טייל פון דעם נומער.
ביישפּיל:
    >>> truncate_number(3.5)
    0.5
    """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
"
"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" איר זענט געגעבן אַ רשימה פון דיפּאַזיט און אָפּנעמונג אָפּעראַציעס אויף אַ באַנק אַקאַונט וואָס הייבט זיך אָן מיט 
    נול באַלאנס. אייער אַרבעט איז צו דעטעקטירן אויב אין קיין פונט די באַלאנס פון דעם אַקאַונט געפאַלן אונטער נול, און
    אין יענעם פונט זאָל דער פאַנגקשאַן צוריקקומען אמת. אַנדערש זאָל עס צוריקקומען פאַלש.
    ביישפּיל:
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
"
"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" פֿאַר אַ געגעבן רשימה פֿון אַרײַנגעבנדיקע נומערן, רעכענען די מיטל אַבסאָלוטע אָפּווייכונג
    אַרום דעם דורכשניט פֿון דעם דאַטאַ-זאַמלונג.
    מיטל אַבסאָלוטע אָפּווייכונג איז דער דורכשניט פֿון די אַבסאָלוטע דיפערענצן
    צווישן יעדן עלעמענט און אַ צענטערפּונקט:
    MAD = דורכשניט | x - x_mean |
    בײַשפּיל:
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

"
"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" אײַנפֿירן אַ נומער 'delimiter' צווישן יעדע צוויי נאָכפאָלגיקע עלעמענטן פֿון דער אַרײַנגעבענער ליסטע `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
"
"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" די אריינגאַבע צו דער פֿונקציע איז אַ שטריקל וואָס רעפּרעזענטירט מערערע גרופעס פֿאַר נעסטעד פּאַרענטהעסעס צעשיידט דורך ספּייסעס.
    פֿאַר יעדער גרופּע, געבן די טיף פון דער העכסטער נעסטינג פון פּאַרענטהעסעס.
    למשל) האָט די מאַקסימום פון צוויי לעוועלן פון נעסטינג בשעת)) האָט דריי.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
"
"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" פֿילטער אַן אַרײַנלייגן רשימה פון שטריקלעך נאָר פֿאַר די וואָס אַנטהאַלטן אַ געגעבן סובסטרינג
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
"
"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" פֿאַר אַ געגעבן ליסטע פון ​​גאַנץ נומערן, צוריקקומען אַ טאָפּל באַשטייענדיק פון אַ סך און אַ פּראָדוקט פון אַלע די גאַנץ נומערן אין דער ליסטע.
    אַ ליידיק סך זאָל זיין גלייך צו 0 און אַ ליידיק פּראָדוקט זאָל זיין גלייך צו 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
"
"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" פֿון אַ געגעבן רשימה פון גאַנץ נומערן, דזשענערירן אַ רשימה פון ראָלינג מאַקסימום עלעמענט געפֿונען ביז דעם געגעבן מאָמענט אין דער סיקוואַנס.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
"
