prompt,canonical_solution,test
"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" આપેલ નંબરની યાદીમાં તપાસો કે આપેલ થ્રેશોલ્ડ કરતાં કોઈ બે નંબર નજીક છે કે નહીં.
    ઉદાહરણ:
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            distance = abs(elem - elem2)
            if distance < threshold:
                return True
return False
","def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3) == True
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05) == False
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.95) == True
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0], 0.8) == False
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 1.0) == True
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1], 0.5) == False

"
"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" આ ફંક્શન માટેનો ઇનપુટ એ સ્ટ્રિંગ છે જેમાં બહુવિધ જૂથો નેસ્ટેડ પેરેન્ટેસિસ ધરાવે છે. તમારો ઉદ્દેશ એ છે કે 
    તે જૂથોને અલગ સ્ટ્રિંગ્સમાં વિભાજિત કરો અને તેની યાદી પરત આપો.
    અલગ જૂથો સંતુલિત છે અને એકબીજામાં નેસ્ટેડ નથી.
    ઇનપુટ સ્ટ્રિંગમાં કોઈપણ ખાલી જગ્યા અવગણો.
    ઉદાહરણ:
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
","    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [
        '(()())', '((()))', '()', '((())()())'
    ]
    assert candidate('() (()) ((())) (((())))') == [
        '()', '(())', '((()))', '(((())))'
    ]
    assert candidate('(()(())((())))') == [
        '(()(())((())))'
    ]
    assert candidate('( ) (( )) (( )( ))') == ['()', '(())', '(()())']
"
"

def truncate_number(number: float) -> float:
    """""" એક ધનાત્મક ફ્લોટિંગ પોઈન્ટ સંખ્યા આપેલી છે, તેને整数ભાગમાં વિભાજિત કરી શકાય છે અને દશાંશ.

    સંખ્યાનો દશાંશ ભાગ પરત કરો.
    ઉદાહરણ:
    >>> truncate_number(3.5)
    0.5
    """"""
","    return number % 1.0
","def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6
"
"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" તમને બેંક ખાતામાં જમા અને ઉપાડની કાર્યવાહી ની યાદી આપવામાં આવે છે જે શૂન્ય બેલેન્સથી શરૂ થાય છે. તમારું કાર્ય એ છે કે કોઈ પણ સમયે ખાતાનું બેલેન્સ શૂન્યથી નીચે જાય છે કે નહીં તે શોધવું, અને તે સમયે ફંકશન True પરત આપવું જોઈએ. નહિતર તે False પરત આપવું જોઈએ.
ઉદાહરણ:
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
","    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True
"
"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" આપેલ ઇનપુટ નંબરની યાદી માટે, આ ડેટાસેટના સરેરાશની આસપાસનો સરેરાશ સંપૂર્ણ વિચેપ ગણવો.
Mean Absolute Deviation એ દરેક તત્વ અને કેન્દ્રબિંદુ વચ્ચેનો સરેરાશ સંપૂર્ણ તફાવત છે:
MAD = સરેરાશ | x - x_mean |
ઉદાહરણ:
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
","    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)
","def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6

"
"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" પ્રતિ બે અનુક્રમ તત્વો વચ્ચે 'delimeter' નંબર દાખલ કરો.
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
","    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result
","def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]
"
"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" આ ફંક્શનનો ઇનપુટ એ આવૃત્તિધોરણ હેઠળના વાક્ય છે જે જટિલ કૌંસવાળી જૂથોમાં વિભાજિત થયેલ છે.
    દરેક જૂથ માટે, કૌંસોના સૌથી ઊંડા સ્તરની આઉટપુટ આપો.
    ઉદાહરણ તરીકે)માં મહત્તમ બે સ્તરની આવૃત્તિ છે જ્યારે))માં ત્રણ છે.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
","    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]
"
"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" આવક સૂચિમાંના તંત્રો માંથી ફક્ત તેઓ જ પસંદ કરો જે આપેલ ઉપશબ્દને સમાવે છે.
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
","    return [x for x in strings if substring in x]
","def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']
"
"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" આંકડાઓની યાદી માટે, યાદીમાંના બધા આંકડાઓનું સરવાળો અને ગુણાકાર ધરાવતા ટ્યુપલને પરત આપો.
     ખાલી સરવાળો 0 અને ખાલી ગુણાકાર 1 બરાબર હોવો જોઈએ.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
","    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","def check(candidate):
    assert candidate([]) == (0, 1)
    assert candidate([1, 1, 1]) == (3, 1)
    assert candidate([100, 0]) == (100, 0)
    assert candidate([3, 5, 7]) == (3 + 5 + 7, 3 * 5 * 7)
    assert candidate([10]) == (10, 10)
"
"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" આપેલ પૂર્ણાંકોની યાદીમાંથી, ક્રમમાં આપેલ ક્ષણ સુધી મળેલ રોલિંગ મહત્તમ તત્વોની યાદી બનાવો.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
","    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([4, 3, 2, 1]) == [4, 4, 4, 4]
    assert candidate([3, 2, 3, 100, 3]) == [3, 3, 3, 100, 100]
"
